X,Y,oid_,name,field1,nama,alamat,jumlah_ped,jenis_bang,kondisi_la,ketersedia,ketersed_1,ketersed_2,drainase,kabupaten_,provinsi,nama_desa,objectid,icon_url
113.797458999934,-7.97377300022299,0,Pasar Dadapan,1546,Pasar Dadapan,,0,,,,,,,BONDOWOSO,JAWA TIMUR,,1149,./0.png
106.020090099579,-6.328648699577,0,Cikoromoy (Kadubungbang-Cimanuk-Pandeglang),1547,Cikoromoy (Kadubungbang-Cimanuk-Pandeglang),,0,,,,,,,PANDEGLANG,BANTEN,,1150,./0.png
109.078563899705,-7.41392389966745,0,Pasar Ikan Ajibarang,1548,Pasar Ikan Ajibarang,Kec. Ajibarang,14,,,,,,,BANYUMAS,JAWA TENGAH,,1151,./0.png
95.9271020995832,5.33860420042436,0,Garot Kec. Indra Jaya Kab Pidie,1549,Garot Kec. Indra Jaya Kab Pidie,,0,,,,,,,PIDIE,ACEH,,1152,./0.png
100.691268100344,-0.851124800068646,0,Pasar A Nagari Muara Panas,231,Pasar A Nagari Muara Panas,NAGARI MUARA PANAS KEC. BUKIT SUNDI KABUPATEN SOLOK SUMATERA BARAT,60,,,,,,,SOLOK,SUMATERA BARAT,MUARO PANEH,1153,./0.png
112.206174100156,-6.8839575997626,0,Pasar Labuhan,1551,Pasar Labuhan,,0,,,,,,,LAMONGAN,JAWA TIMUR,,1154,./0.png
110.414292300051,-7.33228459995354,0,Banyubiru,1552,Banyubiru,,0,,,,,,,SEMARANG,JAWA TENGAH,,1155,./0.png
96.3767990001747,2.48106959968311,0,Pasar Impres Sinabang,1554,Pasar Impres Sinabang,,0,,,,,,,SIMEULUE,ACEH,,1156,./0.png
111.733146200138,-6.78018110027676,0,Banjarejo,1555,Banjarejo,Banjarejo,0,,,,,,,TUBAN,JAWA TIMUR,,1157,./0.png
132.736480499876,-5.6715563999071,0,Pasar Langgur (Kab. Maluku Tenggara,1556,Pasar Langgur (Kab. Maluku Tenggara,,0,,,,,,,MALUKU TENGGARA,MALUKU,,1158,./0.png
112.732348700034,-7.38814830010318,0,Pasar Gedangan,1557,Pasar Gedangan,Gedangan,0,,,,,,,SIDOARJO,JAWA TIMUR,,1159,./0.png
116.157997000063,-8.36311599990267,0,Desa Tanjung Kec. Tanjung Kab. Lombok Utara,1560,Desa Tanjung Kec. Tanjung Kab. Lombok Utara,,0,,,,,,,LOMBOK UTARA,NUSA TENGGARA BARAT,,1160,./0.png
112.844811199878,-7.66643370015436,0,Ngempit,1561,Ngempit,Keraton,0,,,,,,,PASURUAN,JAWA TIMUR,,1161,./0.png
95.3671303000243,5.08770169977447,0,Pasar Lamno Jaya Kabupaten Aceh Jaya,1562,Pasar Lamno Jaya Kabupaten Aceh Jaya,,0,,,,,,,ACEH JAYA,ACEH,,1162,./0.png
95.7169753002709,4.54257560008472,0,Pasar Ikan Keude Panga,1563,Pasar Ikan Keude Panga,,0,,,,,,,ACEH JAYA,ACEH,,1163,./0.png
115.460429199949,-2.33521160013441,0,Pasar Paringin,1564,Pasar Paringin,Kec. Paringin,15,,,,,,,BALANGAN,KALIMANTAN SELATAN,,1164,./0.png
108.870002400092,-7.3637272998742,0,Pasar Panimbang,1565,Pasar Panimbang,Ds. Panimbang,9,,,,,,,CILACAP,JAWA TENGAH,,1165,./0.png
105.191635899678,-5.29186960000123,0,Pasar Tradisional Natar Kab. Lampung Selatan,1566,Pasar Tradisional Natar Kab. Lampung Selatan,,0,,,,,,,LAMPUNG SELATAN,LAMPUNG,,1166,./0.png
95.9126193004414,2.83923959982849,0,Pasar Sibigo (Kab. Simeulue),1568,Pasar Sibigo (Kab. Simeulue),,0,,,,,,,SIMEULUE,ACEH,,1167,./0.png
111.890732000183,-7.16651619956218,0,Pasar Wilayah Kab. Bojonegoro Dan Sekitarnya Serta Perusahaan Perikanan,1572,Pasar Wilayah Kab. Bojonegoro Dan Sekitarnya Serta Perusahaan Perikanan,,0,,,,,,,BOJONEGORO,JAWA TIMUR,,1168,./0.png
111.418524000383,-7.68222600032885,0,Pasar Gorang Gareng Kec. Kawedanan Kab. Magetan,1573,Pasar Gorang Gareng Kec. Kawedanan Kab. Magetan,,0,,,,,,,MAGETAN,JAWA TIMUR,,1169,./0.png
109.391507499572,-6.89032219990878,0,Pasar Pagi Pemalang,1575,Pasar Pagi Pemalang,"JL. JENDERAL SUDIRMAN, KELURAHAN MULYOHARJO",25,Permanen,Semi Permanen,Cukup,Cukup,Cukup,"Ada, Lancar",PEMALANG,JAWA TENGAH,,1170,./0.png
114.626222599894,-8.36052719976965,0,Pasar Umum Negara,1576,Pasar Umum Negara,JL.Ngurah Rai Negara,40,,,,,,,JEMBRANA,BALI,,1171,./0.png
96.9158701003259,4.75434689969052,0,Pasar Inpres,1577,Pasar Inpres,"DESA PONDOK BARU, KECAMATAN BANDAR, KABUPATEN BENER MERIAH, PROVINSI ACEH",10,Permanen,Permanen,Cukup,Kurang,Tidak Ada,"Ada, Tidak Lancar",BENER MERIAH,ACEH,CINTA DAMAI,1172,./0.png
114.010146699712,-7.67150809961828,0,Olean,1578,Olean,Â Olean,0,,,,,,,SITUBONDO,JAWA TIMUR,,1173,./0.png
122.346276600086,0.519736199666681,0,Pasar Sore,984,Pasar Sore,Botoran,0,,,,,,,TULUNGAGUNG,JAWA TIMUR,,1174,./0.png
106.448360100239,-6.17948660002577,0,Pasar Sentiong,1580,Pasar Sentiong,"Jl. Raya Kresek, Tobat, Balaraja, Tangerang",55,Permanen,Permanen,Cukup,Cukup,Cukup,"Ada, Tidak Lancar",TANGERANG,BANTEN,TOBAT,1175,./0.png
106.898999100029,-6.12643850003593,0,Pasar Walang Baru,1581,Pasar Walang Baru,"Jl. Alur Laut, 009/05 Rawa Badak Selatan Koja Utara",0,,,,,,,KOTA ADM. JAKARTA UTARA,DKI JAKARTA,,1176,./0.png
123.590987899573,-10.1544003003328,0,Tempat Pelelangan Ikan Oeba,1585,Tempat Pelelangan Ikan Oeba,,0,,,,,,,KOTA KUPANG,NUSA TENGGARA TIMUR,,1177,./0.png
113.674025700127,-8.26027870020107,0,Jenggawah,1586,Jenggawah,Jenggaweh,0,,,,,,,JEMBER,JAWA TIMUR,,1178,./0.png
109.113202200222,-6.87069630029322,0,"Tambak Di Pesurungan Lor, Kec. Margadana",1587,"Tambak Di Pesurungan Lor, Kec. Margadana",,0,,,,,,,KOTA TEGAL,JAWA TENGAH,,1179,./0.png
106.075365500119,-2.1870961001041,0,Pasar Ikan Simpang Katis,1588,Pasar Ikan Simpang Katis,,0,,,,,,,BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG,,1180,./0.png
100.808735800418,2.14409749970065,0,Pasar Bagan Hulu,1589,Pasar Bagan Hulu,Bangko,0,,,,,,,ROKAN HILIR,RIAU,,1181,./0.png
95.3546493998509,5.51088869985443,0,Pasar,857,Pasar,,0,,,,,,,KOTA SORONG,PAPUA BARAT,,1182,./0.png
119.587291700253,-3.74637549972874,0,Pasar Cempa,1592,Pasar Cempa,,0,,,,,,,PINRANG,SULAWESI SELATAN,,1183,./0.png
124.401315199738,-10.0930177998308,0,Pasar Nakmofa,1594,Pasar Nakmofa,,0,,,,,,,KAB TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,,1184,./0.png
114.965478500334,-8.19252200018934,0,Pasar Dencarik,1595,Pasar Dencarik,,0,,,,,,,BULELENG,BALI,,1185,./0.png
116.128951300063,-8.64193469972582,0,Rumak,1596,Rumak,10.kediri,0,,,,,,,LOMBOK BARAT,NUSA TENGGARA BARAT,,1186,./0.png
105.824490999861,-6.37514900032528,0,Tpi Lelang Lama,1597,Tpi Lelang Lama,,0,,,,,,,PANDEGLANG,BANTEN,,1187,./0.png
115.000629400028,-8.24458020021524,0,Desa Temukus Banyusri,1598,Desa Temukus Banyusri,,0,,,,,,,BULELENG,BALI,,1188,./0.png
123.117759100004,0.898410600369743,0,Pasar Atinggola Dan Pasar Gentuma,1600,Pasar Atinggola Dan Pasar Gentuma,,0,,,,,,,GORONTALO UTARA,GORONTALO,,1189,./0.png
98.6441413997068,3.5918290001091,0,Pasar  Kampung Lalang,1407,Pasar  Kampung Lalang,JL.GATOT SUBROTO - MEDAN,50,Permanen,Tanah,Kurang,Kurang,Cukup,"Ada, Tidak Lancar",KOTA MEDAN,SUMATERA UTARA,LALANG,1190,./0.png
109.325083100206,1.36083120010062,0,"Kampung Buang, Kec. Biaro",583,"Kampung Buang, Kec. Biaro",,0,,,,,,,KEP. SIAU TAGULANDANG BIARO,SULAWESI UTARA,,1191,./0.png
117.087706399732,-0.567221399946845,0,Pasar Berkat A Dan B,1603,Pasar Berkat A Dan B,Keluahan mesjid,14,,,,,,,KOTA SAMARINDA,KALIMANTAN TIMUR,,1192,./0.png
102.870462499846,-3.29368260037091,0,Chandra Ikan Hias,1605,Chandra Ikan Hias,,0,,,,,,,KOTA LUBUK LINGGAU,SUMATERA SELATAN,,1193,./0.png
128.358717400089,0.441954299951817,0,Pelabuhan Rakyat Kotalo Kab. Halmahera Tengah Prov. Maluku Utara,1606,Pelabuhan Rakyat Kotalo Kab. Halmahera Tengah Prov. Maluku Utara,,0,,,,,,,HALMAHERA TENGAH,MALUKU UTARA,,1194,./0.png
115.520249999839,-8.49352840031463,0,Pusat Pendaratan Ikan Dan Di Pasar Desa Ulakan,1607,Pusat Pendaratan Ikan Dan Di Pasar Desa Ulakan,,0,,,,,,,KARANGASEM,BALI,,1195,./0.png
120.876671500191,-3.50238839980398,0,Pasar Saludongka(Kab.Kolaka Utara),1608,Pasar Saludongka(Kab.Kolaka Utara),,0,,,,,,,KOLAKA UTARA,SULAWESI TENGGARA,,1196,./0.png
109.918184699965,-7.77315070034376,0,Pemancingan Tirto Gayeng,1609,Pemancingan Tirto Gayeng,,0,,,,,,,PURWOREJO,JAWA TENGAH,,1197,./0.png
112.739735799668,-7.23443139968856,0,Pedagang Ikan Eceran Keliling,1610,Pedagang Ikan Eceran Keliling,,0,,,,,,,KOTA SURABAYA,JAWA TIMUR,,1198,./0.png
95.3795596996214,5.51255720035533,0,Gani,1612,Gani,,0,,,,,,,ACEH BESAR,ACEH,,1199,./0.png
98.685795399639,3.58302339981088,0,Pasar Pandu Baru,1614,Pasar Pandu Baru,Jl. Pandu Baru,0,,,,,,,KOTA MEDAN,SUMATERA UTARA,,1200,./0.png
113.428495600093,-7.75965720041864,0,Kraksan Wetan,1615,Kraksan Wetan,Kraksan Wetan,0,,,,,,,PROBOLINGGO,JAWA TIMUR,,1201,./0.png
106.051461000326,-6.02413500012932,0,Pasar Kelapa,1616,Pasar Kelapa,KEC. CIWEDUS,0,,,,,,,KOTA CILEGON,BANTEN,,1202,./0.png
100.693081200138,-0.214160100307538,0,Pasat Taram,1617,Pasat Taram,,0,,,,,,,LIMA PULUH KOTA,SUMATERA BARAT,,1203,./0.png
120.289106500166,0.39050519995584,0,Pasar Tinombo,1619,Pasar Tinombo,Tinombo Kec.Tinombo Kab.Parimo,0,,,,,,,PARIGI MOUTONG,SULAWESI TENGAH,,1204,./0.png
110.224052999647,-7.46298819994468,0,Pasar Kebonpolo,1129,Pasar Kebonpolo,Jl. Urip Sumoharjo,5,Permanen,Permanen,Tidak Ada,Cukup,Cukup,"Ada, Lancar",KOTA MAGELANG,JAWA TENGAH,WATES,1205,./0.png
116.186160500208,-8.52816340031984,0,Karang Bayan Desa Tanjung,1621,Karang Bayan Desa Tanjung,,0,,,,,,,LOMBOK UTARA,NUSA TENGGARA BARAT,,1206,./0.png
127.456314300066,0.673865600218107,0,Pasar Gosalaha Kota Tidore Kepulauan,1622,Pasar Gosalaha Kota Tidore Kepulauan,,0,,,,,,,BONE,SULAWESI SELATAN,,1207,./0.png
105.003936999694,-5.49916900004848,0,Pasar Kedondong,1625,Pasar Kedondong,,0,,,,,,,PESAWARAN,LAMPUNG,,1208,./0.png
109.104031000331,-6.87614899957589,0,"Kios Jl. Ki Hajar Dewantara, Sumurpanggang",1626,"Kios Jl. Ki Hajar Dewantara, Sumurpanggang",,0,,,,,,,KOTA TEGAL,JAWA TENGAH,,1209,./0.png
106.831391500418,-6.54397960037744,0,Pasar Ciluar,1627,Pasar Ciluar,Jalan Pasar Ciluar Sukaraja Bogor,16,Permanen,Permanen,Cukup,Kurang,Kurang,"Ada, Lancar",BOGOR,JAWA BARAT,,1210,./0.png
110.01911459966,-7.70992980031923,0,Pasar Dempo (Kab. Purworejo - Jawa Tengah),1628,Pasar Dempo (Kab. Purworejo - Jawa Tengah),,0,,,,,,,PURWOREJO,JAWA TENGAH,,1211,./0.png
110.363648999803,-7.1331612999532,0,Kalisidi,1630,Kalisidi,,0,,,,,,,SEMARANG,JAWA TENGAH,,1212,./0.png
106.932253000377,-6.92640019990847,0,Pasar Tipar Gede Kota Sukabumi Jawa Barat,1631,Pasar Tipar Gede Kota Sukabumi Jawa Barat,,0,,,,,,,KOTA SUKABUMI,JAWA BARAT,,1213,./0.png
116.11443140029,-8.61137290013841,0,Pasar Pagutan,1632,Pasar Pagutan,,0,,,,,,,KOTA MATARAM,NUSA TENGGARA BARAT,,1214,./0.png
120.81773020039,1.04602419955796,0,Pemasar Ikan Grosir Di Kab. Tolitoli Dan Kab. Buol,1633,Pemasar Ikan Grosir Di Kab. Tolitoli Dan Kab. Buol,,0,,,,,,,TOLI TOLI,SULAWESI TENGAH,,1215,./0.png
110.484488199772,-7.79340090033048,0,Gendeng,1634,Gendeng,"Jl.Piyungan,potrojayan, madurejo",10,,,,,,,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,,1216,./0.png
105.524515800165,-5.58829069965526,0,Pasar Sidodadi,631,Pasar Sidodadi,,0,,,,,,,PESAWARAN,LAMPUNG,,1217,./0.png
117.866307500392,-8.72292450006483,0,Teluk Santong,1637,Teluk Santong,,0,,,,,,,SUMBAWA,NUSA TENGGARA BARAT,,1218,./0.png
119.848801000267,-3.11259299976632,0,Makale,1638,Makale,Makale,0,,,,,,,TANA TORAJA,SULAWESI SELATAN,,1219,./0.png
108.881744800383,-7.55059549968178,0,Pasar Bantarsari,1640,Pasar Bantarsari,Ds. Bantarsari,12,,,,,,,CILACAP,JAWA TENGAH,,1220,./0.png
110.380372299743,-7.81653679993258,0,Tunjungsari,1641,Tunjungsari,Jl.Menteri Supeno No.46,1,,,,,,,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,,1221,./0.png
110.596034400168,-7.30073100013476,0,Dadapayan,1644,Dadapayan,Dadapayan,0,,,,,,,SEMARANG,JAWA TENGAH,,1222,./0.png
109.234864500198,-6.90201819967939,0,Pasar Jati Bogor,1645,Pasar Jati Bogor,Ds. Jatibogor Kec. Suradadi,4,,,,,,,TEGAL,JAWA TENGAH,,1223,./0.png
119.455068600337,-5.21311370033618,0,Pasar Induk Minasa Maupa,1646,Pasar Induk Minasa Maupa,"Jl.Tompobalang, Desa Somba Opu",0,,,,,,,GOWA,SULAWESI SELATAN,,1224,./0.png
123.590764900081,-10.155335199559,0,Jalan Alor Rt.001/ Rw.001,1647,Jalan Alor Rt.001/ Rw.001,,0,,,,,,,KOTA KUPANG,NUSA TENGGARA TIMUR,,1225,./0.png
116.915635900278,-8.72579710015526,0,Pasar Kecamatan Brang Ene,1649,Pasar Kecamatan Brang Ene,,0,,,,,,,SUMBAWA BARAT,NUSA TENGGARA BARAT,,1226,./0.png
110.163926799883,-7.26189520030243,0,Pasar Ds. Malebo,1650,Pasar Ds. Malebo,"Ds. Malebo, Kandangan",0,,,,,,,TEMANGGUNG,JAWA TENGAH,,1227,./0.png
110.854687099931,-7.54719860023442,0,Mojosongo Perumahan,1651,Mojosongo Perumahan,Jl. Sibela Mojosongo,1,,,,,,,KOTA SURAKARTA,JAWA TENGAH,,1228,./0.png
110.911341000188,-7.11257709985244,0,Pasar Umum Danyang,1652,Pasar Umum Danyang,Jl. Raya Purwodadi - solo,0,,,,,,,GROBOGAN,JAWA TENGAH,,1229,./0.png
99.9800437999824,2.82436360000099,0,Simandulang,1653,Simandulang,,0,,,,,,,LABUHANBATU UTARA,SUMATERA UTARA,,1230,./0.png
112.616569499584,-7.43605729980374,0,Pasar Wonoayu,1654,Pasar Wonoayu,Wonoayu,0,,,,,,,SIDOARJO,JAWA TIMUR,,1231,./0.png
117.489454600051,0.140764900380645,0,Pasar Ikan Tanjung Limau,1655,Pasar Ikan Tanjung Limau,,0,,,,,,,KOTA BONTANG,KALIMANTAN TIMUR,,1232,./0.png
116.073763200313,-8.60263890026425,0,Loang Baloq Sekarbela,1656,Loang Baloq Sekarbela,,0,,,,,,,KOTA MATARAM,NUSA TENGGARA BARAT,,1233,./0.png
109.266694299803,-7.66852740011859,0,Pasar Binangun,1658,Pasar Binangun,Ds. Binangun,7,,,,,,,CILACAP,JAWA TENGAH,,1234,./0.png
111.732454000053,-8.28746399966303,0,Pelabuhan Perikanan Nusantara Prigi (Ppn Prigi),1659,Pelabuhan Perikanan Nusantara Prigi (Ppn Prigi),,0,,,,,,,TRENGGALEK,JAWA TIMUR,,1235,./0.png
109.793947200304,-7.66090819985271,0,Pasar Balingasal,1660,Pasar Balingasal,,0,,,,,,,KEBUMEN,JAWA TENGAH,,1236,./0.png
110.790094400137,-6.92774209991717,0,Pasar Kalirejo Undaan,1661,Pasar Kalirejo Undaan,,0,,,,,,,KUDUS,JAWA TENGAH,,1237,./0.png
116.22418590026,-3.23804780016502,0,Pasar Kemakmuran Kotabaru,1663,Pasar Kemakmuran Kotabaru,,0,,,,,,,KOTABARU,KALIMANTAN SELATAN,,1238,./0.png
123.593071599975,-10.1545234004338,0,Pasar Tradisional Ikan Kering,1664,Pasar Tradisional Ikan Kering,,0,,,,,,,KOTA KUPANG,NUSA TENGGARA TIMUR,,1239,./0.png
111.867135500204,-7.61352820026542,0,Pasar Teleng,1665,Pasar Teleng,,0,,,,,,,NGANJUK,JAWA TIMUR,,1240,./0.png
101.441261600344,0.530575900058579,0,Pasar Senapelan/Kodim,1666,Pasar Senapelan/Kodim,JL. Jend A. Yani,0,,,,,,,KOTA PEKANBARU,RIAU,,1241,./0.png
99.3323220996862,1.46551119988277,0,Desa Pal Xi,1667,Desa Pal Xi,,0,,,,,,,TAPANULI SELATAN,SUMATERA UTARA,,1242,./0.png
130.431258400356,-3.19354060031765,0,"Bula, Seram Bagian Timur, Maluku",1668,"Bula, Seram Bagian Timur, Maluku",,0,,,,,,,SERAM BAGIAN TIMUR,MALUKU,,1243,./0.png
107.595283099936,-7.04946199967077,0,Uptd. Pasar Banjaran (Kab. Bandung - Jawa Barat),1669,Uptd. Pasar Banjaran (Kab. Bandung - Jawa Barat),,0,,,,,,,BANDUNG,JAWA BARAT,,1244,./0.png
112.63202230029,-7.94294729997711,0,Di Rumah,174,Di Rumah,,0,,,,,,,PINRANG,SULAWESI SELATAN,,1245,./0.png
120.030835600384,-4.13914800017926,0,Pasar Mini Tokampu,1673,Pasar Mini Tokampu,"Sengkang, Dsa Tokampu, Kec.Tempe",0,,,,,,,WAJO,SULAWESI SELATAN,,1246,./0.png
110.365395100105,-7.80954180021308,0,Ngadikusuman/ Kluwih,1676,Ngadikusuman/ Kluwih,"Suryoputran, Yogyakarta",1,,,,,,,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,,1247,./0.png
120.043411999565,-8.76841380005601,0,Joneng  Desa Benteng Dewa,1677,Joneng  Desa Benteng Dewa,,0,,,,,,,MANGGARAI BARAT,NUSA TENGGARA TIMUR,,1248,./0.png
128.352942899996,-3.33460290010294,0,Pasar Gemba,1678,Pasar Gemba,,0,,,,,,,SERAM BAGIAN BARAT,MALUKU,,1249,./0.png
124.878969699793,1.48293079991731,0,Paal Dua,1681,Paal Dua,"Paal Dua , Tikala",20,,,,,,,KOTA MANADO,SULAWESI UTARA,,1250,./0.png
115.28010029989,-8.44950990016093,0,Pasar Umum Tegallalang,1684,Pasar Umum Tegallalang,Jl.Raya Tegallalang,5,,,,,,,GIANYAR,BALI,,1251,./0.png
97.1305356997638,5.17502680034738,0,Pasar Cunda,1686,Pasar Cunda,Jl Keude Cunda,0,,,,,,,KOTA LHOKSEUMAWE,ACEH,,1252,./0.png
125.491013500374,3.61026520007977,0,Pasar Akembawi Tahuna Barat Kab.Kepulauan Sangihe,1690,Pasar Akembawi Tahuna Barat Kab.Kepulauan Sangihe,,0,,,,,,,KEPULAUAN SANGIHE,SULAWESI UTARA,,1253,./0.png
124.28736919983,-9.85722179974545,0,Pasar Putun,1691,Pasar Putun,,0,,,,,,,KAB TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR,,1254,./0.png
121.473619500341,0.511690200043518,0,Pasar Popayato Kecamatan Popayato Kab.Pohuwato,1693,Pasar Popayato Kecamatan Popayato Kab.Pohuwato,,0,,,,,,,PAHUWATO,GORONTALO,,1255,./0.png
109.345985000209,-7.39915180031454,0,Rumah,1694,Rumah,,0,,,,,,,PURBALINGGA,JAWA TENGAH,,1256,./0.png
116.105505200006,-3.07227619998582,0,Pasar Desa Pantai,1695,Pasar Desa Pantai,,0,,,,,,,KOTABARU,KALIMANTAN SELATAN,,1257,./0.png
110.824244000062,-7.5627659997503,0,Legi,1696,Legi,Jl. Jend. S Parman Banjarsari,7,,,,,,,KOTA SURAKARTA,JAWA TENGAH,,1258,./0.png
100.591507199699,-0.726434800225036,0,Pasar Sumani,1700,Pasar Sumani,Jl. Desa Sumani Sumani X Koto Singkarak,0,,,,,,,SOLOK,SUMATERA BARAT,,1259,./0.png
107.101734199675,-6.87362590031427,0,Pasar Warungkondang,1701,Pasar Warungkondang,Jl. Raya Sukabumi-Cikaroya,10,,,,,,,CIANJUR,JAWA BARAT,,1260,./0.png
109.082258499931,-6.84419990040425,0,Pasar Randusanga Wetan,1703,Pasar Randusanga Wetan,,0,,,,,,,BREBES,JAWA TENGAH,,1261,./0.png
120.0365651002,-4.15668310014416,0,Tampangeng Kab. Wajo,1704,Tampangeng Kab. Wajo,,0,,,,,,,WAJO,SULAWESI SELATAN,,1262,./0.png
115.244702799795,-8.43291080019247,0,Pasar Umum Payangan,1706,Pasar Umum Payangan,Jl.Raya Payangan,4,,,,,,,GIANYAR,BALI,,1263,./0.png
117.523939700158,0.375664600141988,0,Sangkima,1707,Sangkima,Laban,0,,,,,,,KUTAI TIMUR,KALIMANTAN TIMUR,,1264,./0.png
97.3424770000146,4.00265550035186,0,Pasar Pajak Pagi Sentang,1709,Pasar Pajak Pagi Sentang,,0,,,,,,,GAYO LUES,ACEH,,1265,./0.png
103.246566999668,-1.72288220005265,0,Pasar Kramat Tinggi Muara Bulian Kabupaten Batang Hari,1711,Pasar Kramat Tinggi Muara Bulian Kabupaten Batang Hari,,0,,,,,,,BATANGHARI,JAMBI,,1266,./0.png
106.108075000362,-6.30485930041556,0,Pasar Pandeglang,1712,Pasar Pandeglang,KEC. PANDEGLANG,15,,,,,,,PANDEGLANG,BANTEN,,1267,./0.png
116.209072699746,-8.89290929992347,0,Batuaji,1713,Batuaji,8.Praya Barat,0,,,,,,,LOMBOK TENGAH,NUSA TENGGARA BARAT,,1268,./0.png
109.043673899632,-7.70299810028132,0,Tpi Tegalkatilayu,1714,Tpi Tegalkatilayu,,0,,,,,,,CILACAP,JAWA TENGAH,,1269,./0.png
110.06473390025,-7.91194270029456,0,Glagah Indah,1717,Glagah Indah,"GLAGAH,TEMON",5,Tidak Permanen,Semi Permanen,Kurang,Cukup,Cukup,"Ada, Tidak Lancar",KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,GLAGAH,1270,./0.png
100.604141800305,-0.299584999946944,0,Pasar Situjuh Batur,1720,Pasar Situjuh Batur,Jl. Situjuh Batur,0,,,,,,,LIMA PULUH KOTA,SUMATERA BARAT,,1271,./0.png
96.8069669004032,5.20947029961548,0,Keude Tanjong Baro,1722,Keude Tanjong Baro,,0,,,,,,,BIREUEN,ACEH,,1272,./0.png
109.026124399722,-7.70326779976835,0,Pasar Tanjungsari,740,Pasar Tanjungsari,Jl Raya Cirebon Bandung,10,Permanen,Permanen,Cukup,Kurang,Cukup,"Ada, Lancar",SUMEDANG,JAWA BARAT,,1273,./0.png
131.262730299665,-0.883984800057647,0,Jempur,1724,Jempur,,0,,,,,,,KOTA SORONG,PAPUA BARAT,,1274,./0.png
110.625831200451,-8.09968780025099,0,Sidoharjo (Bintaos),1725,Sidoharjo (Bintaos),"Siduarjo, Tepus",3,,,,,,,GUNUNG KIDUL,DAERAH ISTIMEWA YOGYAKARTA,,1275,./0.png
105.546302999985,-5.06729999979433,0,Sukadana,1726,Sukadana,Desa Sukadana,15,,,,,,,LAMPUNG TIMUR,LAMPUNG,,1276,./0.png
101.625227999973,-0.485641999577808,0,Pasar Benai,1727,Pasar Benai,,0,,,,,,,KUANTAN SINGINGI,RIAU,,1277,./0.png
120.802229400168,-2.58460809968324,0,Pasar. Wotu,1729,Pasar. Wotu,,0,,,,,,,LUWU TIMUR,SULAWESI SELATAN,,1278,./0.png
110.37218999977,-7.71888390027095,0,Denggung,1730,Denggung,"Denggung,tridadi",4,,,,,,,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,,1279,./0.png
122.584758900304,-4.38935250011696,0,Pasar Pamandati,1731,Pasar Pamandati,Ds pamandati,36,,,,,,,KONAWE SELATAN,SULAWESI TENGGARA,,1280,./0.png
95.9356871996056,5.31835449956134,0,Indra Jaya,1732,Indra Jaya,,0,,,,,,,PIDIE,ACEH,,1281,./0.png
123.53260930018,-5.32147669998892,0,Pasar Malam,1733,Pasar Malam,"Kelurahan Wanci, Kec.Wangi-wangi",32,,,,,,,WAKATOBI,SULAWESI TENGGARA,,1282,./0.png
118.412114699835,-8.54852100004331,0,Pasar Dompu Dan Woja,1734,Pasar Dompu Dan Woja,,0,,,,,,,DOMPU,NUSA TENGGARA BARAT,,1283,./0.png
109.737367299862,-6.90848200044314,0,"Pasar Batang (Kab.Batang, Prov.Jawa Tengah)",1735,"Pasar Batang (Kab.Batang, Prov.Jawa Tengah)",,0,,,,,,,BATANG,JAWA TENGAH,,1284,./0.png
115.174094200288,-8.76177059983252,0,Kedonganan,1736,Kedonganan,,0,,,,,,,BADUNG,BALI,,1285,./0.png
113.883332500296,-2.1793936999585,0,Pasar Rakyat Tengkiling (Kota Palangka Raya-Kalimantan Tengah,1737,Pasar Rakyat Tengkiling (Kota Palangka Raya-Kalimantan Tengah,,0,,,,,,,KOTA PALANGKARAYA,KALIMANTAN TENGAH,,1286,./0.png
111.637322499934,-2.67081750042649,0,Pasar Ikan Danau Liit Kecamatan Kotawringin Lama,1738,Pasar Ikan Danau Liit Kecamatan Kotawringin Lama,,0,,,,,,,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,,1287,./0.png
110.257158900364,-7.97095079993863,0,Sorobayan,1740,Sorobayan,"Sorobayan, Gadingsari, Sanden",2,,,,,,,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,,1288,./0.png
120.368448200225,-3.51849429987124,0,Pasar Larompong Kecamatan Larompong Kab.Luwu,1741,Pasar Larompong Kecamatan Larompong Kab.Luwu,,0,,,,,,,LUWU,SULAWESI SELATAN,,1289,./0.png
124.520145700065,-8.21846450043552,0,"Pasar Lama,,",1743,"Pasar Lama,,",,0,,,,,,,ALOR,NUSA TENGGARA TIMUR,,1290,./0.png
107.54303790028,-6.87106120021343,0,Pasar Cimahi Tengah,1744,Pasar Cimahi Tengah,Desa Cimahi Tengah,8,,,,,,,KOTA CIMAHI,JAWA BARAT,,1291,./0.png
100.114559000199,0.242769900011695,0,Pasar Salibawan,1745,Pasar Salibawan,Jl. Salibawan,0,,,,,,,PASAMAN,SUMATERA BARAT,,1292,./0.png
